,STANDARDNA PORABNIŠKA SKUPINA (LETNA PORABA),CENA,ČETRTLETJE,EUR/kWh,leto,cetrtletje
1601,Slovenija,Brez davkov,2012Q2,0.1184,2012,2
1602,Slovenija,Brez davkov,2012Q3,0.1187,2012,3
1603,Slovenija,Brez davkov,2012Q4,0.1169,2012,4
1604,Slovenija,Brez davkov,2013Q1,0.1152,2013,1
1605,Slovenija,Brez davkov,2013Q2,0.1165,2013,2
1606,Slovenija,Brez davkov,2013Q3,0.1176,2013,3
1607,Slovenija,Brez davkov,2013Q4,0.1149,2013,4
1608,Slovenija,Brez davkov,2014Q1,0.1137,2014,1
1609,Slovenija,Brez davkov,2014Q2,0.114,2014,2
1610,Slovenija,Brez davkov,2014Q3,0.1148,2014,3
1611,Slovenija,Brez davkov,2014Q4,0.1126,2014,4
1612,Slovenija,Brez davkov,2015Q1,0.1104,2015,1
1613,Slovenija,Brez davkov,2015Q2,0.1118,2015,2
1614,Slovenija,Brez davkov,2015Q3,0.1131,2015,3
1615,Slovenija,Brez davkov,2015Q4,0.1101,2015,4
1616,Slovenija,Brez davkov,2016Q1,0.109,2016,1
1617,Slovenija,Brez davkov,2016Q2,0.1117,2016,2
1618,Slovenija,Brez davkov,2016Q3,0.1133,2016,3
1619,Slovenija,Brez davkov,2016Q4,0.1088,2016,4
1620,Slovenija,Brez davkov,2017Q1,0.108491193082739,2017,1
1621,Slovenija,Brez davkov,2017Q2,0.110608665537436,2017,2
1622,Slovenija,Brez davkov,2017Q3,0.111855293357174,2017,3
1623,Slovenija,Brez davkov,2017Q4,0.107203888417833,2017,4
1624,Slovenija,Brez davkov,2018Q1,0.106513936030786,2018,1
1625,Slovenija,Brez davkov,2018Q2,0.110567868484936,2018,2
1626,Slovenija,Brez davkov,2018Q3,0.112716792207441,2018,3
1627,Slovenija,Brez davkov,2018Q4,0.109579103266254,2018,4
1628,Slovenija,Brez davkov,2019Q1,0.107697558965142,2019,1
1629,Slovenija,Brez davkov,2019Q2,0.111346497945232,2019,2
1630,Slovenija,Brez davkov,2019Q3,0.114230405712413,2019,3
1631,Slovenija,Brez davkov,2019Q4,0.110671879745285,2019,4
1632,Slovenija,Brez davkov,2020Q1,0.1043013097886,2020,1
1633,Slovenija,Brez davkov,2020Q2,0.100202464533439,2020,2
1634,Slovenija,Brez davkov,2020Q3,0.119180748127583,2020,3
1635,Slovenija,Brez davkov,2020Q4,0.11242478482087,2020,4
1636,Slovenija,Brez davkov,2021Q1,0.10842476666315,2021,1
1637,Slovenija,Brez davkov,2021Q2,0.114133834841265,2021,2
1638,Slovenija,Brez davkov,2021Q3,0.119163047853254,2021,3
1639,Slovenija,Brez davkov,2021Q4,0.111799753324428,2021,4
1640,Slovenija,Brez davkov,2022Q1,0.087630455389998,2022,1
1641,Slovenija,Brez davkov,2022Q2,0.113913997619073,2022,2
1642,Slovenija,Brez davkov,2022Q3,0.154567414204447,2022,3
1643,Slovenija,Brez davkov,2022Q4,0.146276736092993,2022,4
1644,Slovenija,Brez davkov,2023Q1,0.15487868752608,2023,1
1645,Slovenija,Brez davkov,2023Q2,0.16098,2023,2
1646,Slovenija,Brez davkov,2023Q3,0.163814697366362,2023,3
1647,Slovenija,Brez davkov,2023Q4,0.154179259398799,2023,4
1648,Slovenija,Brez davkov,2024Q1,0.163557824717595,2024,1
1649,Slovenija,Brez davkov,2024Q2,0.171353651333013,2024,2
1700,Slovenija,Brez DDV,2012Q1,0.1247,2012,1
1701,Slovenija,Brez DDV,2012Q2,0.1274,2012,2
1702,Slovenija,Brez DDV,2012Q3,0.1278,2012,3
1703,Slovenija,Brez DDV,2012Q4,0.1257,2012,4
1704,Slovenija,Brez DDV,2013Q1,0.1291,2013,1
1705,Slovenija,Brez DDV,2013Q2,0.1339,2013,2
1706,Slovenija,Brez DDV,2013Q3,0.1356,2013,3
1707,Slovenija,Brez DDV,2013Q4,0.1317,2013,4
1708,Slovenija,Brez DDV,2014Q1,0.1306,2014,1
1709,Slovenija,Brez DDV,2014Q2,0.132,2014,2
1710,Slovenija,Brez DDV,2014Q3,0.1332,2014,3
1711,Slovenija,Brez DDV,2014Q4,0.1299,2014,4
1712,Slovenija,Brez DDV,2015Q1,0.1272,2015,1
1713,Slovenija,Brez DDV,2015Q2,0.1299,2015,2
1714,Slovenija,Brez DDV,2015Q3,0.1342,2015,3
1715,Slovenija,Brez DDV,2015Q4,0.1302,2015,4
1716,Slovenija,Brez DDV,2016Q1,0.1284,2016,1
1717,Slovenija,Brez DDV,2016Q2,0.1332,2016,2
1718,Slovenija,Brez DDV,2016Q3,0.1359,2016,3
1719,Slovenija,Brez DDV,2016Q4,0.1286,2016,4
1720,Slovenija,Brez DDV,2017Q1,0.127493968820502,2017,1
1721,Slovenija,Brez DDV,2017Q2,0.132341596085682,2017,2
1722,Slovenija,Brez DDV,2017Q3,0.134253716292946,2017,3
1723,Slovenija,Brez DDV,2017Q4,0.126575205189156,2017,4
1724,Slovenija,Brez DDV,2018Q1,0.124961036727072,2018,1
1725,Slovenija,Brez DDV,2018Q2,0.132504043702464,2018,2
1726,Slovenija,Brez DDV,2018Q3,0.135272894747503,2018,3
1727,Slovenija,Brez DDV,2018Q4,0.128846340772597,2018,4
1728,Slovenija,Brez DDV,2019Q1,0.126252327309248,2019,1
1729,Slovenija,Brez DDV,2019Q2,0.132838002501282,2019,2
1730,Slovenija,Brez DDV,2019Q3,0.137200278818445,2019,3
1731,Slovenija,Brez DDV,2019Q4,0.129991938542948,2019,4
1732,Slovenija,Brez DDV,2020Q1,0.11770591100532,2020,1
1733,Slovenija,Brez DDV,2020Q2,0.109917040389053,2020,2
1734,Slovenija,Brez DDV,2020Q3,0.141919781617031,2020,3
1735,Slovenija,Brez DDV,2020Q4,0.130292671286551,2020,4
1736,Slovenija,Brez DDV,2021Q1,0.125692512575543,2021,1
1737,Slovenija,Brez DDV,2021Q2,0.134851676522211,2021,2
1738,Slovenija,Brez DDV,2021Q3,0.142349556156319,2021,3
1739,Slovenija,Brez DDV,2021Q4,0.129634041511524,2021,4
1740,Slovenija,Brez DDV,2022Q1,0.09514563530991,2022,1
1741,Slovenija,Brez DDV,2022Q2,0.12855593720684,2022,2
1742,Slovenija,Brez DDV,2022Q3,0.173709554689762,2022,3
1743,Slovenija,Brez DDV,2022Q4,0.156367060077043,2022,4
1744,Slovenija,Brez DDV,2023Q1,0.164436557373297,2023,1
1745,Slovenija,Brez DDV,2023Q2,0.173,2023,2
1746,Slovenija,Brez DDV,2023Q3,0.180520968869128,2023,3
1747,Slovenija,Brez DDV,2023Q4,0.16182050608037,2023,4
1748,Slovenija,Brez DDV,2024Q1,0.1660181145556,2024,1
1749,Slovenija,Brez DDV,2024Q2,0.173813387702544,2024,2
1750,Slovenija,Z vsemi davki,2012Q1,0.1497,2012,1
1751,Slovenija,Z vsemi davki,2012Q2,0.1529,2012,2
1752,Slovenija,Z vsemi davki,2012Q3,0.1534,2012,3
1753,Slovenija,Z vsemi davki,2012Q4,0.1509,2012,4
1754,Slovenija,Z vsemi davki,2013Q1,0.1549,2013,1
1755,Slovenija,Z vsemi davki,2013Q2,0.1606,2013,2
1756,Slovenija,Z vsemi davki,2013Q3,0.1627,2013,3
1757,Slovenija,Z vsemi davki,2013Q4,0.1607,2013,4
1758,Slovenija,Z vsemi davki,2014Q1,0.1593,2014,1
1759,Slovenija,Z vsemi davki,2014Q2,0.161,2014,2
1760,Slovenija,Z vsemi davki,2014Q3,0.1625,2014,3
1761,Slovenija,Z vsemi davki,2014Q4,0.1584,2014,4
1762,Slovenija,Z vsemi davki,2015Q1,0.1552,2015,1
1763,Slovenija,Z vsemi davki,2015Q2,0.1585,2015,2
1764,Slovenija,Z vsemi davki,2015Q3,0.1637,2015,3
1765,Slovenija,Z vsemi davki,2015Q4,0.1589,2015,4
1766,Slovenija,Z vsemi davki,2016Q1,0.1567,2016,1
1767,Slovenija,Z vsemi davki,2016Q2,0.1626,2016,2
1768,Slovenija,Z vsemi davki,2016Q3,0.1658,2016,3
1769,Slovenija,Z vsemi davki,2016Q4,0.1568,2016,4
1770,Slovenija,Z vsemi davki,2017Q1,0.155542641961012,2017,1
1771,Slovenija,Z vsemi davki,2017Q2,0.161456747224532,2017,2
1772,Slovenija,Z vsemi davki,2017Q3,0.163789533877395,2017,3
1773,Slovenija,Z vsemi davki,2017Q4,0.15442175033077,2017,4
1774,Slovenija,Z vsemi davki,2018Q1,0.152452464807028,2018,1
1775,Slovenija,Z vsemi davki,2018Q2,0.161654933317006,2018,2
1776,Slovenija,Z vsemi davki,2018Q3,0.165032931591954,2018,3
1777,Slovenija,Z vsemi davki,2018Q4,0.157192535742568,2018,4
1778,Slovenija,Z vsemi davki,2019Q1,0.154027839317283,2019,1
1779,Slovenija,Z vsemi davki,2019Q2,0.162062363051564,2019,2
1780,Slovenija,Z vsemi davki,2019Q3,0.167384340158503,2019,3
1781,Slovenija,Z vsemi davki,2019Q4,0.158590165022396,2019,4
1782,Slovenija,Z vsemi davki,2020Q1,0.143601211426491,2020,1
1783,Slovenija,Z vsemi davki,2020Q2,0.134098789274644,2020,2
1784,Slovenija,Z vsemi davki,2020Q3,0.173142133572778,2020,3
1785,Slovenija,Z vsemi davki,2020Q4,0.158957058969592,2020,4
1786,Slovenija,Z vsemi davki,2021Q1,0.153344865342162,2021,1
1787,Slovenija,Z vsemi davki,2021Q2,0.164519045357097,2021,2
1788,Slovenija,Z vsemi davki,2021Q3,0.17366645851071,2021,3
1789,Slovenija,Z vsemi davki,2021Q4,0.158153530644059,2021,4
1790,Slovenija,Z vsemi davki,2022Q1,0.116077675078091,2022,1
1791,Slovenija,Z vsemi davki,2022Q2,0.156838243392345,2022,2
1792,Slovenija,Z vsemi davki,2022Q3,0.209534221211229,2022,3
1793,Slovenija,Z vsemi davki,2022Q4,0.171710977639871,2022,4
1794,Slovenija,Z vsemi davki,2023Q1,0.18051018242753,2023,1
1795,Slovenija,Z vsemi davki,2023Q2,0.19393,2023,2
1796,Slovenija,Z vsemi davki,2023Q3,0.220235582020336,2023,3
1797,Slovenija,Z vsemi davki,2023Q4,0.197421017418052,2023,4
1798,Slovenija,Z vsemi davki,2024Q1,0.202542099757832,2024,1
1799,Slovenija,Z vsemi davki,2024Q2,0.212052332997104,2024,2
